1,20200101,20200102,20200103,20200104,20200105,20200106,20200107,20200108,20200109,20200110,20200111,20200112,20200113,20200114,20200115,20200116,20200117,20200118,20200119,20200120,20200121,20200122,20200123
110000,14.53254328,17.02188537,17.13448916,14.78166585,14.31530956,16.81911322,16.99447024,17.08338522,17.06131171,17.16186538,15.00402808,14.58215378,16.92549782,16.82559594,16.85027582,16.7566453,16.62793564,14.18305396,15.53154076,15.32775957,14.46512629,13.21520027,11.35322479
120000,15.04127464,16.66564997,16.82763566,15.51317393,15.0870884,16.43802794,16.63482906,16.73663921,16.75240597,16.75131547,15.41518485,15.022142,16.40500269,16.29284395,16.3003042,16.1833193,16.03528224,14.54501668,15.37783961,15.35575179,14.89659517,14.2196283,13.09927129
130100,15.3360805,16.2768699,16.31917944,15.52343064,14.37479569,15.37174279,15.85779043,16.09190993,16.06344975,16.2671919,15.41489605,15.06973275,16.09679703,16.14365939,16.14575881,16.17103763,15.93128134,15.19916967,15.67313539,15.64054145,15.2811701,14.79373843,13.76583905
130200,15.43666938,16.0332853,16.101681,15.39074295,15.21252712,15.56262066,15.97447457,16.22121521,16.1996207,16.27209695,15.56984029,15.44674191,16.19844816,16.04884753,16.06623427,16.10431967,15.98533523,15.35953451,15.77284507,15.90857756,15.82461006,15.73776962,15.35938905
130300,15.0543059,15.88729903,15.96346405,15.09206143,14.76076807,15.30581889,15.76043522,16.0538951,16.00714383,16.10590244,15.24670446,15.00021715,15.77890476,15.72544111,15.77862943,15.80446763,15.73444704,15.0277653,15.55638647,15.69181745,15.50960934,15.42499738,14.8287503
130400,15.00661842,15.4864703,15.58778891,15.18236543,13.94094408,14.84121566,14.29777409,14.71246876,15.20525763,15.56177084,15.15925494,15.11567664,15.72266791,15.72072607,15.86432753,15.24552339,15.60822988,15.63366915,16.06862019,16.305188,16.25995764,16.22731821,15.36912838
130500,14.86251535,15.32571444,15.39711408,15.0163624,13.81070689,14.32331236,14.03497568,14.38290164,14.95602395,15.31299312,15.01621025,14.95725075,15.38175641,15.40391371,15.670762,15.70642445,15.60907453,15.47816885,15.83308957,16.06411282,16.02849053,15.98171673,15.00280879
130600,14.66083304,15.10966697,15.16999885,14.71484352,14.25485106,14.19340062,14.81517103,15.15776153,15.21549226,15.38726555,14.92236348,14.6920152,15.20585132,15.16283793,15.15327955,15.23739856,15.17640814,14.80078498,15.1531301,15.25334458,15.07698166,14.98938372,14.43628428
130700,14.75887974,15.13083001,15.25997893,14.60242199,14.28438659,14.25770893,14.72243779,14.93852062,15.06353552,15.32352263,14.68550295,14.53805353,15.10801348,15.14176371,15.25334458,15.31079765,15.42413208,14.78527395,15.22674931,15.54787706,15.52983409,15.55596122,15.35138477
